#ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2,,,
#Wvlgth nm,Etr W*m-2*nm-1,Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1
nm,space,global,direct
2770,3.43E-02,8.38E-24,8.45E-24
2775,3.39E-02,4.00E-38,4.04E-38
2780,3.36E-02,4.81E-34,4.85E-34
2785,3.34E-02,3.89E-27,3.93E-27
2790,3.32E-02,1.22E-16,1.23E-16
2795,3.29E-02,3.62E-16,3.66E-16
2800,3.28E-02,1.65E-12,1.67E-12
2805,3.25E-02,6.75E-14,6.82E-14
2810,3.24E-02,4.02E-10,4.07E-10
2815,3.23E-02,2.87E-10,2.90E-10
2820,3.21E-02,2.05E-11,2.08E-11
2825,3.18E-02,1.76E-07,1.78E-07
2830,3.17E-02,3.90E-06,3.95E-06
2835,3.15E-02,2.13E-10,2.15E-10
2840,3.12E-02,1.96E-07,1.98E-07
2845,3.10E-02,4.06E-05,4.11E-05
2850,3.07E-02,1.16E-06,1.17E-06
2855,3.04E-02,4.49E-07,4.54E-07
2860,3.02E-02,2.54E-05,2.57E-05
2865,3.00E-02,1.68E-04,1.70E-04
2870,2.96E-02,6.31E-06,6.39E-06
2875,2.94E-02,3.92E-04,3.97E-04
2880,2.94E-02,2.47E-04,2.50E-04
2885,2.92E-02,4.53E-04,4.59E-04
2890,2.91E-02,1.86E-04,1.89E-04
2895,2.90E-02,2.66E-03,2.70E-03
2900,2.88E-02,8.12E-04,8.22E-04
2905,2.87E-02,1.11E-04,1.12E-04
2910,2.85E-02,2.72E-03,2.76E-03
2915,2.82E-02,1.26E-03,1.27E-03
2920,2.80E-02,2.89E-03,2.93E-03
2925,2.78E-02,1.08E-03,1.10E-03
2930,2.76E-02,5.89E-03,5.96E-03
2935,2.73E-02,6.49E-03,6.57E-03
2940,2.71E-02,1.63E-03,1.65E-03
2945,2.68E-02,1.45E-03,1.47E-03
2950,2.67E-02,5.23E-03,5.29E-03
2955,2.66E-02,2.34E-03,2.37E-03
2960,2.64E-02,4.60E-03,4.65E-03
2965,2.63E-02,7.44E-03,7.53E-03
2970,2.61E-02,3.52E-04,3.57E-04
2975,2.60E-02,8.54E-04,8.65E-04
2980,2.58E-02,1.34E-03,1.35E-03
2985,2.57E-02,6.96E-03,7.05E-03
2990,2.55E-02,1.03E-02,1.04E-02
2995,2.54E-02,4.28E-03,4.33E-03
3000,2.53E-02,7.85E-03,7.94E-03
3005,2.51E-02,2.89E-03,2.93E-03
3010,2.50E-02,6.85E-03,6.93E-03
3015,2.49E-02,5.56E-03,5.62E-03
3020,2.47E-02,6.34E-04,6.41E-04
3025,2.45E-02,7.50E-03,7.59E-03
3030,2.44E-02,6.08E-03,6.15E-03
3035,2.42E-02,2.50E-03,2.53E-03
3040,2.39E-02,2.02E-03,2.05E-03
3045,2.40E-02,4.21E-03,4.26E-03
3050,2.40E-02,1.03E-03,1.04E-03
3055,2.39E-02,2.89E-04,2.93E-04
3060,2.38E-02,6.30E-03,6.38E-03
3065,2.35E-02,2.91E-03,2.95E-03
3070,2.34E-02,1.75E-03,1.77E-03
3075,2.34E-02,6.02E-03,6.09E-03
3080,2.32E-02,3.62E-03,3.66E-03
3085,2.30E-02,1.77E-03,1.79E-03
3090,2.28E-02,2.38E-03,2.41E-03
3095,2.26E-02,6.55E-04,6.63E-04
3100,2.24E-02,4.40E-03,4.45E-03
3105,2.23E-02,9.22E-04,9.32E-04
3110,2.21E-02,8.46E-04,8.55E-04
3115,2.18E-02,2.27E-03,2.29E-03
3120,2.17E-02,9.82E-03,9.93E-03
3125,2.16E-02,3.03E-03,3.06E-03
3130,2.15E-02,5.76E-03,5.82E-03
3135,2.14E-02,1.14E-02,1.16E-02
3140,2.12E-02,3.32E-03,3.36E-03
3145,2.11E-02,3.25E-03,3.29E-03
3150,2.09E-02,6.67E-03,6.75E-03
3155,2.08E-02,5.64E-03,5.70E-03
3160,2.07E-02,9.23E-03,9.33E-03
3165,2.07E-02,1.40E-02,1.42E-02
3170,2.05E-02,1.25E-02,1.26E-02
3175,2.05E-02,9.23E-03,9.33E-03
3180,2.03E-02,1.06E-02,1.07E-02
3185,2.02E-02,8.08E-03,8.16E-03
3190,2.02E-02,4.24E-03,4.28E-03
3195,2.01E-02,2.69E-03,2.72E-03
3200,1.99E-02,4.38E-04,4.43E-04
3205,1.99E-02,3.10E-04,3.13E-04
3210,1.98E-02,1.36E-04,1.38E-04
3215,1.96E-02,4.98E-04,5.02E-04
3220,1.95E-02,1.61E-03,1.62E-03
3225,1.94E-02,1.99E-04,2.01E-04
3230,1.94E-02,3.41E-04,3.44E-04
3235,1.93E-02,7.29E-03,7.36E-03
3240,1.92E-02,3.75E-03,3.78E-03
3245,1.91E-02,7.34E-04,7.41E-04
3250,1.91E-02,2.61E-03,2.63E-03
3255,1.89E-02,9.94E-03,1.00E-02
3260,1.88E-02,1.22E-03,1.24E-03
3265,1.87E-02,2.45E-03,2.47E-03
3270,1.86E-02,1.22E-03,1.23E-03
3275,1.85E-02,5.93E-03,5.98E-03
3280,1.84E-02,2.86E-03,2.89E-03
3285,1.83E-02,1.11E-02,1.12E-02
3290,1.83E-02,8.76E-03,8.83E-03
3295,1.80E-02,1.22E-03,1.23E-03
3300,1.79E-02,1.78E-03,1.79E-03
3305,1.79E-02,3.94E-03,3.97E-03
3310,1.77E-02,3.92E-03,3.96E-03
3315,1.76E-02,1.61E-05,1.63E-05
3320,1.73E-02,6.00E-05,6.05E-05
3325,1.73E-02,3.52E-03,3.55E-03
3330,1.71E-02,4.66E-03,4.70E-03
3335,1.70E-02,9.07E-03,9.15E-03
3340,1.69E-02,3.46E-03,3.49E-03
3345,1.68E-02,3.54E-03,3.57E-03
3350,1.66E-02,8.03E-03,8.10E-03
3355,1.65E-02,3.63E-03,3.66E-03
3360,1.64E-02,5.24E-03,5.29E-03
3365,1.63E-02,7.19E-03,7.26E-03
3370,1.62E-02,3.94E-03,3.98E-03
3375,1.61E-02,8.46E-03,8.54E-03
3380,1.60E-02,5.11E-03,5.16E-03
3385,1.60E-02,7.49E-03,7.57E-03
3390,1.59E-02,9.86E-03,9.96E-03
3395,1.58E-02,9.55E-03,9.64E-03
3400,1.56E-02,1.25E-02,1.26E-02
3405,1.57E-02,4.46E-03,4.51E-03
3410,1.55E-02,7.08E-03,7.15E-03
3415,1.55E-02,7.28E-03,7.35E-03
3420,1.54E-02,1.32E-02,1.33E-02
3425,1.53E-02,1.00E-02,1.01E-02
3430,1.52E-02,8.69E-03,8.78E-03
3435,1.52E-02,1.16E-02,1.17E-02
3440,1.51E-02,8.03E-03,8.12E-03
3445,1.50E-02,1.13E-02,1.14E-02
3450,1.49E-02,1.12E-02,1.13E-02
3455,1.49E-02,8.31E-03,8.39E-03
3460,1.48E-02,1.25E-02,1.27E-02
3465,1.48E-02,9.82E-03,9.92E-03
3470,1.47E-02,1.23E-02,1.24E-02
3475,1.46E-02,1.09E-02,1.11E-02
3480,1.45E-02,1.12E-02,1.13E-02
3485,1.45E-02,1.21E-02,1.22E-02
3490,1.44E-02,1.04E-02,1.05E-02
3495,1.43E-02,1.23E-02,1.24E-02
3500,1.42E-02,1.19E-02,1.20E-02
3505,1.42E-02,1.18E-02,1.19E-02
3510,1.41E-02,1.20E-02,1.21E-02
3515,1.40E-02,1.15E-02,1.16E-02
3520,1.39E-02,1.21E-02,1.22E-02
3525,1.39E-02,1.14E-02,1.15E-02
3530,1.38E-02,1.11E-02,1.12E-02
3535,1.38E-02,9.46E-03,9.53E-03
3540,1.37E-02,9.03E-03,9.10E-03
3545,1.37E-02,9.54E-03,9.62E-03
3550,1.36E-02,1.05E-02,1.06E-02
3555,1.35E-02,9.06E-03,9.12E-03
3560,1.34E-02,1.08E-02,1.09E-02
3565,1.34E-02,1.09E-02,1.09E-02
3570,1.33E-02,8.34E-03,8.40E-03
3575,1.32E-02,8.64E-03,8.70E-03
3580,1.31E-02,1.02E-02,1.03E-02
3585,1.31E-02,9.17E-03,9.23E-03
3590,1.30E-02,9.45E-03,9.51E-03
3595,1.29E-02,9.67E-03,9.73E-03
3600,1.29E-02,1.03E-02,1.03E-02
3605,1.28E-02,1.04E-02,1.04E-02
3610,1.27E-02,9.48E-03,9.54E-03
3615,1.27E-02,9.47E-03,9.53E-03
3620,1.26E-02,1.16E-02,1.17E-02
3625,1.26E-02,1.02E-02,1.03E-02
3630,1.25E-02,9.96E-03,1.00E-02
3635,1.25E-02,1.03E-02,1.04E-02
3640,1.24E-02,1.15E-02,1.15E-02
3645,1.24E-02,1.06E-02,1.07E-02
3650,1.23E-02,1.01E-02,1.02E-02
3655,1.22E-02,1.10E-02,1.10E-02
3660,1.22E-02,1.09E-02,1.10E-02
3665,1.22E-02,1.03E-02,1.03E-02
3670,1.20E-02,7.90E-03,7.95E-03
3675,1.20E-02,4.83E-03,4.86E-03
3680,1.19E-02,8.33E-03,8.38E-03
3685,1.18E-02,9.44E-03,9.49E-03
3690,1.18E-02,9.69E-03,9.75E-03
3695,1.17E-02,1.01E-02,1.02E-02
3700,1.16E-02,1.09E-02,1.09E-02
3705,1.16E-02,1.08E-02,1.08E-02
3710,1.15E-02,9.36E-03,9.41E-03
3715,1.15E-02,9.23E-03,9.27E-03
3720,1.14E-02,1.04E-02,1.04E-02
3725,1.14E-02,1.07E-02,1.08E-02
3730,1.13E-02,9.27E-03,9.32E-03
3735,1.13E-02,8.58E-03,8.63E-03
3740,1.11E-02,8.85E-03,8.89E-03
3745,1.11E-02,1.03E-02,1.04E-02
3750,1.10E-02,9.29E-03,9.33E-03
3755,1.10E-02,8.99E-03,9.03E-03
3760,1.09E-02,8.86E-03,8.90E-03
3765,1.09E-02,8.55E-03,8.59E-03
3770,1.09E-02,9.12E-03,9.16E-03
3775,1.08E-02,9.05E-03,9.09E-03
3780,1.07E-02,9.57E-03,9.62E-03
3785,1.07E-02,8.81E-03,8.85E-03
3790,1.06E-02,7.76E-03,7.79E-03
3795,1.06E-02,8.87E-03,8.91E-03
3800,1.05E-02,9.86E-03,9.90E-03
3805,1.05E-02,9.30E-03,9.34E-03
3810,1.04E-02,8.25E-03,8.28E-03
3815,1.04E-02,7.76E-03,7.79E-03
3820,1.03E-02,9.66E-03,9.69E-03
3825,1.03E-02,9.51E-03,9.54E-03
3830,1.03E-02,9.59E-03,9.63E-03
3835,1.02E-02,7.69E-03,7.72E-03
3840,1.02E-02,8.98E-03,9.01E-03
3845,1.01E-02,8.78E-03,8.81E-03
3850,1.01E-02,8.83E-03,8.86E-03
3855,1.00E-02,8.51E-03,8.54E-03
3860,9.94E-03,7.99E-03,8.02E-03
3865,9.91E-03,8.10E-03,8.12E-03
3870,9.83E-03,7.36E-03,7.38E-03
3875,9.83E-03,6.76E-03,6.78E-03
3880,9.75E-03,6.53E-03,6.55E-03
3885,9.70E-03,6.77E-03,6.79E-03
3890,9.71E-03,6.88E-03,6.90E-03
3895,9.62E-03,7.48E-03,7.50E-03
3900,9.60E-03,7.93E-03,7.95E-03
3905,9.59E-03,7.93E-03,7.95E-03
3910,9.52E-03,7.14E-03,7.16E-03
3915,9.50E-03,6.99E-03,7.01E-03
3920,9.41E-03,6.95E-03,6.97E-03
3925,9.40E-03,6.85E-03,6.87E-03
3930,9.32E-03,7.05E-03,7.07E-03
3935,9.30E-03,7.35E-03,7.37E-03
3940,9.23E-03,7.40E-03,7.42E-03
3945,9.20E-03,7.54E-03,7.56E-03
3950,9.11E-03,7.63E-03,7.65E-03
3955,9.08E-03,7.72E-03,7.74E-03
3960,9.02E-03,7.75E-03,7.77E-03
3965,9.01E-03,7.81E-03,7.83E-03
3970,8.93E-03,7.68E-03,7.70E-03
3975,8.91E-03,7.51E-03,7.53E-03
3980,8.84E-03,7.39E-03,7.40E-03
3985,8.80E-03,7.43E-03,7.45E-03
3990,8.78E-03,7.37E-03,7.39E-03
3995,8.70E-03,7.21E-03,7.23E-03
4000,8.68E-03,7.10E-03,7.12E-03
